"Story","Title","Result","Date","Stability","Duration (s)"
"Validar funcionameinto del Register User","Realizar registro de usuario con toda la infromaicon correcta","FAILURE","2023-03-29T16:25:47.215-05:00[America/Bogota]","0.0","28.01"
